,0,1
0,Verified,69.9367088607595
1,xMETRICMaster,3.0063291139240507
2,Contributor,2.5316455696202533
3,Curator,1.1075949367088607
4,Moderator,0.0
5,Admin,0.0
6,Governor,0.6329113924050633
7,Connected,22.78481012658228
